Celebrity,Spouse,Start_Date,End_Date,End_Cause,Country,Occupation
Zsa Zsa Gabor,Burhan Belge,1937-01-01,1941-01-01,,United States,actor
Anna Magnani,Goffredo Alessandrini,1935-01-01,1950-01-01,,Italy,actor
Bryce Dallas Howard,Seth Gabel,2006-01-01,,,United States,actor
Sergei Bondarchuk,Inna Makarova,1948-01-01,1956-01-01,,Russia,actor
Melanie Griffith,Steven Bauer,1980-01-01,1987-01-01,,United States,actor
Judy Garland,David Rose,1941-07-27,1944-01-01,divorce,United States,actor
Georgiy Daneliya,Lyubov Sokolova,,,,Russia,actor
Leslie Caron,Peter Hall,1956-01-01,1965-01-01,,France,actor
Woody Allen,Soon-Yi Previn,1997-01-01,,,United States,actor
Natalie Portman,Benjamin Millepied,2012-08-04,2024-02-01,divorce,Israel,actor
Olivia Hussey,Akira Fuse,1980-01-01,1989-01-01,,United Kingdom,actor
Kirstie Alley,Parker Stevenson,1983-01-01,1997-01-01,divorce,United States,actor
Deborah Kerr,Peter Viertel,1960-07-23,2007-10-16,,United Kingdom,actor
Joan Baez,David Harris,1968-01-01,1973-01-01,,United States,musician
Bella Akhmadulina,Yuri Nagibin,,,,Russia,actor
Anna Magnani,Goffredo Alessandrini,1935-01-01,1950-01-01,,Kingdom of Italy,actor
Hilary Swank,Chad Lowe,1997-01-01,2007-01-01,,United States,actor
Asta Nielsen,Gregori Chmara,1923-01-01,1930-01-01,,Kingdom of Denmark,actor
Natalia Oreiro,Ricardo Mollo,,,,Spain,actor
Olivia Hussey,Dean Paul Martin,1971-01-01,1978-01-01,,United Kingdom,actor
Iman,Spencer Haywood,1977-01-01,1987-02-01,,Somalia,actor
Eric Roberts,Eliza Roberts,,,,United States,actor
Michèle Morgan,Henri Vidal,1950-01-01,1959-12-10,death of subject's spouse,France,actor
Pink,Carey Hart,2006-01-07,,,United States,actor
Sergei Bondarchuk,Irina Skobtseva,1959-01-01,1994-10-20,,Russia,actor
Kate Upton,Justin Verlander,2017-01-01,,,United States,actor
Ginnifer Goodwin,Josh Dallas,2014-04-12,,,United States,actor
William Shatner,Marcy Lafferty,1973-01-01,1996-01-01,,United States,actor
Andrei Tarkovsky,Irma Raush,1957-04-01,1970-06-01,,Soviet Union,actor
Hedy Lamarr,John Loder,1943-01-01,1947-01-01,,United States,actor
Hedy Lamarr,John Loder,1943-01-01,1947-01-01,,United States,musician
Willie Nelson,Shirley Collie Nelson,1963-01-12,1971-01-01,,United States,actor
Roberto Rossellini,Marcella De Marchis,1936-01-01,1950-01-01,,Italy,actor
Melissa McCarthy,Ben Falcone,2005-10-08,,,United States,actor
Marc Anthony,Dayanara Torres,2000-05-09,2004-06-01,divorce,United States,actor
Sam Neill,Lisa Harrow,1980-01-01,1989-01-01,,Ireland,actor
Mena Suvari,Robert Brinkmann,2000-03-04,2005-05-01,,United States,actor
Shirley Jones,Jack Cassidy,1956-01-01,1974-01-01,divorce,United States,actor
Shirley Jones,Jack Cassidy,1956-01-01,1974-01-01,divorce,United States,musician
Salma Hayek,François-Henri Pinault,2009-02-14,,,United States,actor
Maya Plisetskaya,Māris Liepa,1956-01-01,1956-01-01,,Soviet Union,actor
Mary Pickford,Charles Rogers,1936-01-01,,,Canada,actor
Hayley Williams,Chad Gilbert,2016-01-01,2017-01-01,divorce,United States,musician
Anna Nicole Smith,J. Howard Marshall,1994-06-27,1995-08-04,,United States,actor
Anna Nicole Smith,J. Howard Marshall,1994-06-27,1995-08-04,,United States,musician
Anne Baxter,John Hodiak,1946-01-01,1953-01-01,,United States,actor
Roger Vadim,Annette Vadim,1958-06-17,1960-01-01,,France,actor
Anatoly Lunacharsky,Natalya Rozenel,,,,Russian Socialist Federative Soviet Republic,actor
Natasha Korolyova,Igor Nikolayev,1993-01-01,2001-01-01,,Russia,actor
Joseph Estrada,Loi Estrada,,,,Philippines,actor
Janet Gaynor,Adrian,1939-01-01,1959-01-01,death of subject's spouse,United States,actor
Robin Williams,Marsha Garces,1989-04-30,2010-01-01,divorce,United States,actor
Roberto Rossellini,Marcella De Marchis,1936-01-01,1950-01-01,,Kingdom of Italy,actor
William Shatner,Marcy Lafferty,1973-01-01,1996-01-01,,Canada,actor
Loretta Young,Jean Louis,1993-01-01,1997-01-01,,United States,actor
David Bowie,Angela Bowie,1970-03-19,1980-02-08,,United Kingdom,actor
David Bowie,Angela Bowie,1970-03-19,1980-02-08,,United Kingdom,musician
Elizabeth Taylor,Larry Fortensky,1991-10-06,1996-10-31,divorce,United States,actor
Robert Donat,Renée Asherson,1953-01-01,1958-01-01,,United Kingdom,actor
Elizabeth Taylor,Larry Fortensky,1991-10-06,1996-10-31,divorce,United Kingdom,actor
Rita Ora,Taika Waititi,2022-08-01,,,United Kingdom,actor
Hedy Lamarr,John Loder,1943-01-01,1947-01-01,,Austria,actor
Hedy Lamarr,John Loder,1943-01-01,1947-01-01,,Austria,musician
Joan Collins,Maxwell Reed,1952-01-01,1956-01-01,,United Kingdom,actor
Salma Hayek,François-Henri Pinault,2009-02-14,,,France,actor
Forugh Farrokhzad,Parviz Shapour,1951-01-01,1954-01-01,divorce,Pahlavi Iran,actor
Barry Bostwick,Stacey Nelkin,1987-01-01,1992-01-01,,United States,actor
Geoffrey Rush,Jane Menelaus,1988-01-01,,,Australia,actor
Joni Mitchell,Larry Klein,1982-01-01,1994-01-01,,United States,musician
Salma Hayek,François-Henri Pinault,2009-02-14,,,Mexico,actor
Mary Pickford,Charles Rogers,1937-06-24,1979-05-29,death of subject,Canada,actor
Joan Crawford,Phillip Terry,1942-07-20,1946-01-01,,United States,actor
Emil Jannings,Gussy Holl,1923-01-01,1950-01-02,,German Reich,actor
Jean-Louis Trintignant,Marianne Hoepfner,2000-01-01,2022-01-01,death of subject's spouse,France,actor
Steve Carell,Nancy Carell,1995-08-05,,,United States,actor
Anatoly Lunacharsky,Natalya Rozenel,,,,Soviet Union,actor
Ginger Rogers,Jacques Bergerac,1953-01-01,1957-01-01,,United States,actor
Josephine Baker,Jo Bouillon,1947-01-01,1961-01-01,,United States,actor
Frances Marion,Fred Thomson,1919-01-01,1928-01-01,,United States,actor
Sonakshi Sinha,Yo Yo Honey Singh,,,,India,actor
Natasha Korolyova,Igor Nikolayev,1993-01-01,2001-01-01,,Soviet Union,actor
Ali Larter,Hayes MacArthur,2009-08-01,,,United States,actor
Anatoly Lunacharsky,Natalya Rozenel,,,,Russian Empire,actor
Zack Snyder,Deborah Snyder,2004-01-01,,,United States,actor
Luis Fonsi,Adamari López,2006-06-03,2010-11-08,,United States,actor
Joni Mitchell,Larry Klein,1982-01-01,1994-01-01,,Canada,musician
Karlheinz Stockhausen,Mary Bauermeister,1967-04-03,1972-01-01,,Germany,musician
Josephine Baker,Jo Bouillon,1947-01-01,1961-01-01,,France,actor
Patti Smith,Fred Smith,1980-01-01,1994-11-04,death of subject's spouse,United States,musician
Dan Castellaneta,Deb Lacusta,1987-01-01,,,United States,actor
Spencer Tracy,Louise Tracy,1923-01-01,1967-01-01,,United States,actor
Billie Holiday,Joe Guy,,,,United States,actor
Billie Holiday,Joe Guy,,,,United States,musician
Pamela Anderson,Jon Peters,2020-01-20,2020-02-01,divorce,United States,actor
Elijah Wood,Pamela Racine,,,,United States,actor
Emmanuelle Béart,Michael Cohen,2008-08-13,2011-01-01,,France,actor
Linda Evangelista,Gérald Marie,1987-01-01,1993-01-01,divorce,Canada,actor
Barry White,Glodean White,,,,United States,actor
Dorothy Malone,Jacques Bergerac,1959-06-28,1964-12-08,,United States,actor
Martin Scorsese,Barbara De Fina,1985-01-01,1991-01-01,,United States,actor
Ali MacGraw,Robert Evans,1969-01-01,1972-01-01,divorce,United States,actor
Pamela Anderson,Jon Peters,2020-01-20,2020-02-01,divorce,Canada,actor
Elizabeth Taylor,Michael Wilding,1952-02-21,1957-01-30,divorce,United States,actor
Elizabeth Taylor,Michael Wilding,1952-02-21,1957-01-30,divorce,United Kingdom,actor
Faye Dunaway,Peter Wolf,1974-01-01,1979-01-01,,United States,actor
Gloria Steinem,David Bale,2000-01-01,2003-01-01,,United States,actor
Jane Seymour,James Keach,1993-01-01,2013-01-01,,United States,actor
Brendan Fraser,Afton Smith,1998-01-01,2007-01-01,,United States,actor
Jane Seymour,James Keach,1993-01-01,2013-01-01,,United Kingdom,actor
Donald Trump,Marla Maples,1993-12-20,1999-06-08,divorce,United States,actor
Akshay Kumar,Twinkle Khanna,2001-01-01,,,Canada,actor
Omar Sharif,Faten Hamama,1955-01-01,1974-01-01,,Egypt,actor
Rita Ora,Taika Waititi,2022-08-01,,,Yugoslavia,actor
Martin Scorsese,Barbara De Fina,1985-01-01,1991-01-01,,Italy,actor
Nero,Pythagoras,,,,Ancient Rome,musician
Alban Berg,Helene Berg,,,,Austria,musician
Dixie Carter,George Hearn,1977-01-01,1979-01-01,,United States,actor
Kurt Russell,Season Hubley,1979-03-17,1983-05-16,divorce,United States,actor
Maya Plisetskaya,Māris Liepa,1956-01-01,1956-01-01,,Spain,actor
Emma Bunton,Jade Jones,2021-07-13,,,United Kingdom,actor
William Shatner,Nerine Kidd,1997-01-01,1999-01-01,,United States,actor
Clara Bow,Rex Bell,1931-01-01,1962-01-01,,United States,actor
Francisco I. Madero,Sara Pérez de Madero,,,,Mexico,musician
Goldie Hawn,Bill Hudson,1976-01-01,1980-01-01,divorce,United States,musician
Gary Oldman,Alexandra Edenborough,2008-12-31,2015-01-09,,United States,actor
Asta Nielsen,Urban Gad,,,,Kingdom of Denmark,actor
Kelsey Grammer,Camille Grammer,1997-01-01,2011-01-01,,United States,actor
Jean-Claude Van Damme,Darcy LaPier,1994-02-01,1997-01-01,divorce,Belgium,actor
Gary Oldman,Alexandra Edenborough,2008-12-31,2015-01-09,,United Kingdom,actor
Maya Plisetskaya,Māris Liepa,1956-01-01,1956-01-01,,Lithuania,actor
Ronda Rousey,Travis Browne,2017-01-01,,,United States,actor
Ronda Rousey,Travis Browne,2017-01-01,,,United States,athlete
Brigitte Bardot,Jacques Charrier,1959-06-18,1962-11-20,,France,actor
Andrei Tarkovsky,Irma Raush,1957-04-01,1970-06-01,,France,actor
Andrei Tarkovsky,Irma Raush,1957-04-01,1970-06-01,,Italy,actor
Steve Irwin,Terri Irwin,1992-01-01,2006-09-04,death of subject,Australia,actor
Nero,Sporus,,,,Ancient Rome,musician
Martin Sheen,Janet Sheen,1961-12-23,,,United States,actor
Liza Minnelli,Peter Allen,1967-03-03,1974-07-24,divorce,United States,actor
Ozzy Osbourne,Sharon Osbourne,1982-07-04,2025-07-22,death of subject,United Kingdom,musician
Carroll Baker,Donald Burton,1978-01-01,2007-01-01,,United States,actor
Piper Laurie,Joe Morgenstern,1962-01-01,1982-01-01,divorce,United States,actor
Brendan Fraser,Afton Smith,1998-01-01,2007-01-01,,Canada,actor
Maya Plisetskaya,Māris Liepa,1956-01-01,1956-01-01,,Germany,actor
Akshay Kumar,Twinkle Khanna,2001-01-01,,,India,actor
Grigory Zinoviev,Sarra Ravich,,,,Soviet Union,actor
William Shatner,Nerine Kidd,1997-01-01,1999-01-01,,Canada,actor
Kerry Washington,Nnamdi Asomugha,2013-06-24,,,United States,actor
Cloris Leachman,George Englund,1953-01-01,1979-01-01,,United States,actor
Steven Tyler,Cyrinda Foxe,1978-01-01,1987-01-01,divorce,United States,actor
Alban Berg,Helene Berg,,,,Cisleithania,musician
Édith Piaf,Théophanis Lamboukas,1962-10-09,1963-10-10,,France,actor
Olivia Hussey,David Glen Eisley,1991-01-01,2024-01-01,,United Kingdom,actor
Martin Sheen,Janet Sheen,1961-12-23,,,Ireland,actor
Grigory Zinoviev,Sarra Ravich,,,,Russian Empire,actor
Jean Harlow,Harold Rosson,1933-01-01,1934-01-01,,United States,actor
Emil Jannings,Gussy Holl,1923-01-01,1950-01-02,,Germany,actor
Veronica Lake,John S. Detlie,1940-09-25,1943-12-02,,United States,actor
Vincent Price,Edith Barrett,1935-12-04,1948-01-01,divorce,United States,actor
Maya Plisetskaya,Māris Liepa,1956-01-01,1956-01-01,,Russia,actor
Sam Neill,Lisa Harrow,1980-01-01,1989-01-01,,New Zealand,actor
Faye Dunaway,Terry O'Neill,1983-01-01,1987-01-01,,United States,actor
Lionel Barrymore,Irene Fenwick,1923-01-01,1936-01-01,,United States,actor
Lionel Barrymore,Irene Fenwick,1923-01-01,1936-01-01,,United States,musician
Emil Jannings,Gussy Holl,1923-01-01,1950-01-02,,Austria,actor
Édith Piaf,Jacques Pills,1952-09-20,1956-01-01,,France,actor
Sam Neill,Lisa Harrow,1980-01-01,1989-01-01,,United Kingdom,actor
Doris Day,Martin Melcher,1951-04-03,1968-04-20,,United States,actor
Kevin James,Steffiana de la Cruz,2004-01-01,,,United States,actor
Keith Richards,Patti Hansen,1983-12-18,,,United Kingdom,actor
Teresa Wright,Niven Busch,1942-01-01,1952-01-01,,United States,actor
Idina Menzel,Aaron Lohr,2017-09-01,,,United States,actor
Sacha Guitry,Lana Marconi,1949-11-25,1957-07-24,death of subject's spouse,France,actor
Errol Flynn,Lili Damita,1935-01-01,1942-01-01,,Australia,actor
Andrei Konchalovsky,Julia Vysotskaya,1998-01-01,,,Soviet Union,actor
Johnny Hallyday,Adeline Blondieau,1994-04-19,1995-05-09,,France,actor
Charles Boyer,Pat Paterson,1934-02-14,1978-08-24,,United States,actor
Liza Minnelli,Jack Haley Jr.,1974-09-15,1979-04-01,divorce,United States,actor
Pamela Anderson,Rick Salomon,2007-10-06,2008-03-24,divorce,Canada,actor
Pamela Anderson,Rick Salomon,2014-01-11,2015-04-29,,Canada,actor
Amy Adams,Darren Le Gallo,2015-01-01,,,United States,actor
Marcel Marceau,Ella Jaroszewicz,,,,France,actor
Frank Sinatra,Barbara Sinatra,1976-07-11,1998-05-14,death of subject,Italy,actor
Cobie Smulders,Taran Killam,2012-09-08,,,United States,actor
Benedicta Boccoli,Maurizio Micheli,2025-08-28,,,Italy,actor
Harvey Weinstein,Georgina Chapman,2007-01-01,2021-07-01,divorce,United States,actor
Seth Rogen,Lauren Miller,2011-10-02,,,Canada,actor
Robert Downey Jr.,Deborah Falconer,1992-05-29,2004-04-26,divorce,United States,actor
Robert Downey Jr.,Deborah Falconer,1992-05-29,2004-04-26,divorce,United States,musician
David Thewlis,Sara Sugarman,1992-01-01,1993-01-01,,United Kingdom,actor
Neil Young,Pegi Young,1978-01-01,2014-01-01,,United States,actor
Charles Boyer,Pat Paterson,1934-02-14,1978-08-24,,France,actor
Maurice Chevalier,Nita Raya,1937-01-01,1946-01-01,,France,actor
Pierce Brosnan,Keely Shaye Smith,2001-01-01,,,United States,actor
Pierce Brosnan,Keely Shaye Smith,2001-01-01,,,United States,musician
Charlton Heston,Lydia Clarke,1944-03-17,2008-04-05,death of subject,United States,actor
Pierce Brosnan,Keely Shaye Smith,2001-01-01,,,United Kingdom,actor
Pierce Brosnan,Keely Shaye Smith,2001-01-01,,,United Kingdom,musician
Barbara Stanwyck,Frank Fay,1928-01-01,1935-01-01,,United States,actor
Andrei Tarkovsky,Larisa Tarkovskaya,1970-01-01,1986-12-29,,Soviet Union,actor
Fairuz,Assi Rahbani,1955-01-01,1979-01-01,,Lebanon,actor
Sacha Guitry,Charlotte Lysès,1907-08-14,1918-07-17,,France,actor
Elizabeth Banks,Max Handelman,2003-01-01,,,United States,actor
Amy Adams,Darren Le Gallo,2015-01-01,,,Italy,actor
Nelly Furtado,Demacio Castellon,2008-07-19,2016-01-01,,Canada,actor
Jimmy Fallon,Nancy Juvonen,2007-12-22,,,United States,actor
Natalia Vodianova,Antoine Arnault,2020-09-21,,,Russia,actor
Joan Collins,Peter Holm,1985-01-01,1987-01-01,,United Kingdom,actor
Christian Bale,Sandra Blažić,2000-01-01,,,United States,actor
Alain Resnais,Florence Malraux,1969-01-01,1980-01-01,,France,actor
Christian Bale,Sandra Blažić,2000-01-01,,,United Kingdom,actor
Frédéric Beigbeder,Diane de Mac Mahon,1991-05-17,1996-01-01,,France,actor
Johnny Hallyday,Laeticia Boudou,1996-03-25,2017-01-01,,France,actor
Q2831,Debbie Rowe,1996-11-15,2000-04-01,divorce,United States,actor
Q2831,Debbie Rowe,1996-11-15,2000-04-01,divorce,United States,musician
Cobie Smulders,Taran Killam,2012-09-08,,,Canada,actor
Sacha Guitry,Jacqueline Delubac,1935-02-21,1939-04-05,,France,actor
John Cleese,Barbara Trentham,1981-01-01,1990-01-01,divorce,United Kingdom,actor
Colette,Maurice Goudeket,,,,France,actor
Anna Karina,Dennis Berry,1982-01-01,2019-01-01,,France,actor
Julie Andrews,Tony Walton,1959-05-10,1968-01-01,death of subject's spouse,United Kingdom,actor
Neil Young,Pegi Young,1978-01-01,2014-01-01,,Canada,actor
Pierce Brosnan,Keely Shaye Smith,2001-01-01,,,Ireland,actor
Pierce Brosnan,Keely Shaye Smith,2001-01-01,,,Ireland,musician
Sofia Coppola,Thomas Mars,2011-01-01,,,United States,actor
Jean-Paul Belmondo,Natty Tardivel,2002-12-29,2008-09-05,divorce,France,actor
Raquel Welch,André Weinfeld,1980-01-01,1990-01-01,,United States,actor
Angela Lansbury,Peter Shaw,1949-01-01,2003-01-29,death of subject's spouse,United States,actor
Angela Lansbury,Peter Shaw,1949-01-01,2003-01-29,death of subject's spouse,United Kingdom,actor
Richard Burton,Sally Burton,1983-07-03,1984-08-05,,United Kingdom of Great Britain and Ireland,actor
Milena Dravić,Mladomir Puriša Đorđević,1960-01-01,http://www.wikidata.org/.well-known/genid/13dcd977e1ff1ef12dd451d2b13e053e,,Serbia,actor
Claude Lelouch,Marie-Sophie L.,1986-01-01,1992-01-01,,France,actor
Costa-Gavras,Michèle Ray-Gavras,1968-01-01,,,France,actor
Ruslana Lyzhychko,Oleksandr Ksenofontov,1995-12-27,,,Ukraine,actor
Errol Flynn,Patrice Wymore,1950-01-01,1959-01-01,,United States,actor
Nelly Furtado,Demacio Castellon,2008-07-19,2016-01-01,,Portugal,actor
Burt Reynolds,Judy Carne,1963-06-28,1965-07-09,,United States,actor
Paul Anka,Anna Anka,2008-07-26,2010-01-01,,United States,actor
Paul Anka,Anna Anka,2008-07-26,2010-01-01,,United States,musician
Angela Lansbury,Peter Shaw,1949-01-01,2003-01-29,death of subject's spouse,Ireland,actor
Errol Flynn,Patrice Wymore,1950-01-01,1959-01-01,,Australia,actor
Johnny Hallyday,Babeth Étienne,1981-12-01,1982-02-03,,France,actor
Harvey Keitel,Daphna Kastner,2001-01-01,,,United States,actor
Asha Bhosle,Rahul Dev Burman,1980-01-01,1994-01-01,,British Raj,actor
Johnny Hallyday,Adeline Blondieau,1990-07-09,1992-06-11,,France,actor
Roger Moore,Dorothy Squires,1953-01-01,1968-01-01,divorce,United Kingdom,actor
Harvey Keitel,Daphna Kastner,2001-01-01,,,Romania,actor
Anna Karina,Pierre Fabre,1968-01-01,1974-01-01,,France,actor
Hugh Hefner,Kimberley Conrad,1989-07-01,2010-03-11,,United States,actor
Richard Dawkins,Marian Stamp Dawkins,1967-08-19,1984-01-01,,United Kingdom,actor
Paul Anka,Anna Anka,2008-07-26,2010-01-01,,Canada,actor
Paul Anka,Anna Anka,2008-07-26,2010-01-01,,Canada,musician
Jeanne Moreau,Jean-Louis Richard,1949-01-01,1951-01-01,,France,actor
Jeanne Moreau,Jean-Louis Richard,1949-01-01,1951-01-01,,France,musician
Errol Flynn,Nora Eddington,1943-01-01,1949-01-01,,United States,actor
Gloria Grahame,Cy Howard,1954-01-01,1957-01-01,,United States,actor
Daniel Auteuil,Anne Jousset,1978-01-01,1984-01-01,,France,actor
Gérard Philipe,Anne Philipe,1951-01-01,1959-01-01,,France,actor
Andrei Konchalovsky,Julia Vysotskaya,1998-01-01,,,United States,actor
D. W. Griffith,Linda Arvidson,1906-01-01,1936-01-01,,United States,actor
Anna Karina,Dennis Berry,1982-01-01,2019-01-01,,Kingdom of Denmark,actor
Jackie Joyner-Kersee,Bob Kersee,1986-01-01,,,United States,athlete
Errol Flynn,Nora Eddington,1943-01-01,1949-01-01,,Australia,actor
Fred Astaire,Robyn Smith,1980-06-24,1987-06-22,death of subject,United States,actor
Prajadhipok,Rambai Barni,1918-08-26,1941-05-30,death of subject,Thailand,musician
Anouk Aimée,Nikos Papatakis,1951-01-01,1954-01-01,,France,actor
Nelly Furtado,Hodgy,2017-01-01,,,Canada,actor
Sting,Frances Tomelty,1976-05-01,1984-01-01,,United Kingdom,actor
Jean Marais,Mila Parély,1942-01-01,1944-01-01,,France,actor
Vittorio Gassman,Nora Ricci,1944-04-12,1952-01-01,,Italy,actor
Jim Henson,Jane Henson,1959-01-01,1990-01-01,death,United States,actor
Marcel Duchamp,Lydie Sarazin-Levassor,1927-01-01,1928-01-01,divorce,United States,actor
Andrei Konchalovsky,Julia Vysotskaya,1998-01-01,,,France,actor
Claude Lelouch,Christine Lelouch,1967-01-01,1986-01-01,,France,actor
Costa-Gavras,Michèle Ray-Gavras,1968-01-01,,,Greece,actor
Michel Legrand,Catherine Michel,,2013-01-01,,United States,actor
Michel Legrand,Catherine Michel,,2013-01-01,,United States,musician
Marsha Hunt,Jerry Hopper,1938-01-01,1943-01-01,divorce,United States,actor
Judy Garland,Mark Herron,1965-11-14,1967-02-11,divorce,United States,actor
Jane Seymour,Michael Attenborough,1971-01-01,1973-01-01,,United States,actor
Jane Seymour,Michael Attenborough,1971-01-01,1973-01-01,,United Kingdom,actor
Vittorio Gassman,Nora Ricci,1944-04-12,1952-01-01,,Kingdom of Italy,actor
Peggy Lee,Dewey Martin,1956-01-01,1958-01-01,,United States,actor
Sacha Guitry,Geneviève Guitry,1939-07-04,1949-07-25,,France,actor
Loretta Young,Grant Withers,1930-01-01,1931-01-01,,United States,actor
Colette,Henry de Jouvenel,1912-12-19,1923-01-01,,France,actor
Q48280,John Dunbar,1965-01-01,1966-01-01,divorce,United Kingdom,actor
